S0701_C01_001E,S0701_C01_005E,S0701_C01_007E,S0701_C01_011E,S0701_C01_041E,S0701_C01_035E,S0701_C01_037E,state,year,B06009_005E
10410462.0,1442243.0,1396330.0,37.2,690090.0,1942122.0,1362317.0,13,2018,1362317.0
1734756.0,228080.0,201135.0,37.2,123211.0,318218.0,213462.0,16,2018,213462.0
1403653.0,201025.0,171390.0,39.9,81284.0,266728.0,218828.0,15,2018,218828.0
12599244.0,1765517.0,1636054.0,38.7,759887.0,2269285.0,1833666.0,17,2018,1833666.0
6612948.0,874246.0,841750.0,38.3,457179.0,1480040.0,771811.0,18,2018,771811.0
3119306.0,394507.0,369396.0,38.6,203620.0,649269.0,413442.0,19,2018,413442.0
2874208.0,376422.0,339683.0,37.6,194081.0,485753.0,402368.0,20,2018,402368.0
4414714.0,579520.0,575373.0,39.5,344474.0,990911.0,442090.0,21,2018,442090.0
4603081.0,645255.0,567313.0,37.8,350162.0,1071772.0,496634.0,22,2018,496634.0
1324095.0,159944.0,180466.0,45.5,108539.0,309259.0,197489.0,23,2018,197489.0
5974521.0,826526.0,822740.0,39.2,311625.0,1009495.0,911761.0,24,2018,911761.0
6834364.0,990332.0,921551.0,39.9,421970.0,1126183.0,1178868.0,25,2018,1178868.0
9891083.0,1291353.0,1290759.0,40.3,694188.0,1972855.0,1239251.0,26,2018,1239251.0
5543490.0,759541.0,689680.0,38.6,339198.0,921287.0,920850.0,27,2018,920850.0
2943737.0,368227.0,361557.0,38.7,235929.0,598609.0,270712.0,28,2019,270712.0
6069697.0,823722.0,730645.0,39.3,406903.0,1308859.0,775808.0,29,2019,775808.0
1056994.0,133119.0,117178.0,40.9,79791.0,211079.0,171309.0,30,2019,171309.0
1910711.0,257931.0,216099.0,37.3,120378.0,326389.0,277159.0,31,2019,277159.0
3048602.0,449055.0,396104.0,38.7,184898.0,593417.0,355837.0,32,2019,355837.0
1350155.0,170730.0,182129.0,43.4,78337.0,275105.0,224636.0,33,2019,224636.0
8791672.0,1148458.0,1199976.0,40.6,453192.0,1666321.0,1555781.0,34,2019,1555781.0
2073628.0,278627.0,235075.0,38.9,161150.0,376390.0,221281.0,35,2019,221281.0
19240920.0,2865401.0,2471667.0,39.7,1147479.0,3524192.0,2898440.0,36,2019,2898440.0
10371906.0,1401663.0,1363200.0,39.6,724269.0,1839042.0,1471420.0,37,2019,1471420.0
750501.0,117574.0,76528.0,36.0,46380.0,134432.0,108527.0,38,2019,108527.0
11556037.0,1544717.0,1451339.0,40.0,739480.0,2627758.0,1464945.0,39,2019,1464945.0
3907258.0,536999.0,452720.0,37.4,259575.0,825284.0,447888.0,40,2019,447888.0
4178578.0,594585.0,511021.0,40.0,264026.0,687243.0,627911.0,41,2019,627911.0
12670245.0,1704848.0,1605639.0,41.2,812116.0,3103046.0,1761627.0,42,2019,1761627.0
1050602.0,148180.0,135828.0,40.4,74633.0,212282.0,156087.0,44,2019,156087.0
5092727.0,670757.0,635042.0,40.3,354393.0,1015260.0,656496.0,45,2019,656496.0
872708.0,114420.0,96689.0,38.2,57837.0,176644.0,121231.0,46,2019,121231.0
6754461.0,934878.0,872195.0,39.5,496749.0,1480753.0,845100.0,47,2019,845100.0
28642658.0,4242661.0,3556845.0,35.5,1713105.0,4734422.0,3750797.0,48,2019,3750797.0
617560.0,76649.0,78203.0,43.3,40137.0,129254.0,101015.0,50,2019,101015.0
3162102.0,472153.0,329369.0,31.8,184341.0,442206.0,448109.0,49,2019,448109.0
8439982.0,1174655.0,1095894.0,39.0,474386.0,1387610.0,1312800.0,51,2019,1312800.0
7527366.0,1164010.0,925768.0,38.3,400541.0,1167347.0,1204728.0,53,2019,1204728.0
1773280.0,211267.0,226692.0,43.3,138906.0,515431.0,161686.0,54,2019,161686.0
5760481.0,737315.0,719293.0,40.3,376950.0,1223392.0,829878.0,55,2019,829878.0
572884.0,76649.0,63810.0,38.5,35420.0,117501.0,73183.0,56,2019,73183.0
,,,,,,,72,2019,
10499808.0,1458596.0,1397014.0,37.6,681070.0,1939945.0,1410395.0,13,2019,1410395.0
1764327.0,234800.0,202347.0,37.3,113461.0,305274.0,220189.0,16,2019,220189.0
1396819.0,195781.0,168179.0,40.1,76747.0,273421.0,219979.0,15,2019,219979.0
12536539.0,1748323.0,1602369.0,39.0,724457.0,2255611.0,1886240.0,17,2019,1886240.0
6656971.0,886319.0,827420.0,38.5,415710.0,1526825.0,777771.0,18,2019,777771.0
3121385.0,400299.0,358447.0,39.0,198790.0,658822.0,420199.0,19,2019,420199.0
2879518.0,377373.0,327291.0,37.6,185655.0,504035.0,414851.0,20,2019,414851.0
4421512.0,576692.0,562400.0,39.7,340808.0,1012643.0,453040.0,21,2019,453040.0
4595111.0,643422.0,544724.0,38.1,343344.0,1066026.0,503947.0,22,2019,503947.0
1331656.0,164231.0,176429.0,45.5,102245.0,311108.0,205722.0,23,2019,205722.0
5979602.0,820575.0,795954.0,39.5,291755.0,1030636.0,911781.0,24,2019,911781.0
6828110.0,992607.0,894405.0,40.1,402623.0,1158066.0,1197208.0,25,2019,1197208.0
9880758.0,1302017.0,1252699.0,40.3,676751.0,2005981.0,1252685.0,26,2019,1252685.0
5575235.0,765578.0,672810.0,38.8,321275.0,939997.0,942830.0,27,2019,942830.0
3531986.0,444509.0,480565.0,41.6,202545.0,668361.0,549166.0,09,2019,549166.0
21269409.0,2768060.0,2708234.0,42.8,1546430.0,4396122.0,2982643.0,12,2019,2982643.0
4849509.0,637403.0,609391.0,39.9,369768.0,1039241.0,547975.0,01,2019,547975.0
722063.0,117978.0,87687.0,35.5,35210.0,139156.0,89583.0,02,2019,89583.0
7200620.0,1001594.0,853081.0,38.7,434631.0,1170685.0,931038.0,04,2019,931038.0
2989054.0,386602.0,362384.0,39.2,235663.0,710306.0,307185.0,05,2019,307185.0
39084048.0,6036052.0,4974817.0,37.4,2505804.0,5546711.0,5889724.0,06,2019,5889724.0
5701658.0,907627.0,704792.0,37.5,307559.0,836590.0,1057825.0,08,2019,1057825.0
964817.0,128412.0,118670.0,41.8,60127.0,207642.0,134287.0,10,2019,134287.0
697556.0,164375.0,74493.0,34.5,25578.0,79881.0,129825.0,11,2019,129825.0
4989797.0,633583.0,618370.0,40.2,368616.0,1079285.0,572276.0,01,2021,572276.0
,,,,,,,72,2021,
7202745.0,1000536.0,850341.0,39.0,400981.0,1168057.0,985673.0,04,2021,985673.0
2990311.0,384776.0,356752.0,39.0,224533.0,695062.0,324137.0,05,2021,324137.0
38833197.0,5827869.0,4928928.0,38.0,2362505.0,5578997.0,5958030.0,06,2021,5958030.0
5757628.0,901297.0,709731.0,38.0,296445.0,814373.0,1107309.0,08,2021,1107309.0
3571470.0,450863.0,462437.0,41.5,189496.0,646776.0,587690.0,09,2021,587690.0
994669.0,128564.0,115300.0,41.9,59000.0,201366.0,146295.0,10,2021,146295.0
661026.0,145879.0,70143.0,35.2,23467.0,70925.0,120771.0,11,2021,120771.0
21590684.0,2738541.0,2717108.0,43.1,1503944.0,4363466.0,3248221.0,12,2021,3248221.0
10688429.0,1464846.0,1398844.0,37.9,639107.0,1930376.0,1514014.0,13,2021,1514014.0
1426298.0,197767.0,169360.0,40.6,77604.0,269095.0,226849.0,15,2021,226849.0
1879719.0,246440.0,216442.0,37.7,127080.0,338282.0,253762.0,16,2021,253762.0
12544435.0,1705429.0,1586115.0,39.4,687608.0,2194993.0,1932282.0,17,2021,1932282.0
6729771.0,882725.0,818064.0,38.6,401205.0,1517996.0,843069.0,18,2021,843069.0
3159672.0,390807.0,355466.0,39.0,191468.0,646672.0,441878.0,19,2021,441878.0
2900594.0,376531.0,326873.0,37.8,170411.0,493645.0,427464.0,20,2021,427464.0
4460646.0,582979.0,552306.0,39.6,326144.0,1007954.0,488546.0,21,2021,488546.0
4571302.0,610641.0,527337.0,38.4,326621.0,1023442.0,523475.0,22,2021,523475.0
1360264.0,165666.0,170699.0,45.1,95097.0,300595.0,224987.0,23,2021,224987.0
6099715.0,816525.0,786155.0,39.7,281791.0,1019047.0,956533.0,24,2021,956533.0
6916314.0,979614.0,875663.0,40.3,388894.0,1124134.0,1250748.0,25,2021,1250748.0
9950336.0,1314354.0,1222520.0,40.6,657338.0,2003265.0,1338162.0,26,2021,1338162.0
5645866.0,742562.0,669001.0,39.2,304376.0,909518.0,993883.0,27,2021,993883.0
2919574.0,356944.0,355047.0,38.9,225972.0,586187.0,303656.0,28,2021,303656.0
6102443.0,800642.0,717744.0,39.6,413773.0,1303894.0,823215.0,29,2021,823215.0
1093888.0,139869.0,120361.0,40.5,72174.0,205527.0,171377.0,30,2021,171377.0
1939700.0,252836.0,216069.0,37.7,117220.0,325200.0,286510.0,31,2021,286510.0
3111722.0,451763.0,396966.0,39.1,173017.0,597385.0,393208.0,32,2021,393208.0
1377638.0,178294.0,178476.0,43.4,77521.0,267904.0,247356.0,33,2021,247356.0
9174117.0,1185697.0,1217153.0,40.7,481283.0,1649422.0,1664353.0,34,2021,1664353.0
2092251.0,279475.0,235029.0,39.5,147019.0,372497.0,231745.0,35,2021,231745.0
19626300.0,2793961.0,2464191.0,40.2,1142434.0,3409426.0,3105839.0,36,2021,3105839.0
10446881.0,1376664.0,1353447.0,39.8,687121.0,1802594.0,1573681.0,37,2021,1573681.0
764638.0,110330.0,78905.0,36.3,45420.0,133316.0,113314.0,38,2021,113314.0
11660200.0,1539983.0,1424952.0,40.0,733191.0,2664759.0,1536624.0,39,2021,1536624.0
3943443.0,529075.0,448649.0,37.6,270117.0,811661.0,483168.0,40,2021,483168.0
4207387.0,595688.0,522034.0,40.4,265267.0,664591.0,680306.0,41,2021,680306.0
12842522.0,1694898.0,1574763.0,41.3,795910.0,3047979.0,1887722.0,42,2021,1887722.0
1085539.0,147146.0,133337.0,40.9,71754.0,214431.0,161594.0,44,2021,161594.0
5142137.0,660935.0,623044.0,40.6,354650.0,1026970.0,704740.0,45,2021,704740.0
884616.0,110211.0,94783.0,38.0,49777.0,172971.0,127258.0,46,2021,127258.0
6899165.0,939035.0,871706.0,39.6,459185.0,1502435.0,924404.0,47,2021,924404.0
29170380.0,4239952.0,3627516.0,35.9,1634430.0,4723476.0,4077821.0,48,2021,4077821.0
3295561.0,485796.0,358090.0,32.2,173231.0,445010.0,484882.0,49,2021,484882.0
641007.0,76472.0,77822.0,43.2,42486.0,121159.0,120373.0,50,2021,120373.0
8557020.0,1156787.0,1079930.0,39.2,467709.0,1420599.0,1394875.0,51,2021,1394875.0
7657350.0,1165183.0,927446.0,38.6,379660.0,1168676.0,1287465.0,53,2021,1287465.0
1767792.0,201957.0,222071.0,43.2,132068.0,495311.0,179376.0,54,2021,179376.0
5838954.0,737899.0,702240.0,40.5,368056.0,1222356.0,876467.0,55,2021,876467.0
573476.0,70511.0,65531.0,39.3,35416.0,107814.0,73255.0,56,2021,73255.0
723949.0,112341.0,82460.0,35.9,35774.0,135473.0,101422.0,02,2021,101422.0
5022366.0,652152.0,617680.0,40.0,384544.0,1057155.0,609316.0,01,2022,609316.0
724196.0,113900.0,81813.0,36.3,35561.0,142455.0,94168.0,02,2022,94168.0
7285247.0,1018691.0,855266.0,39.2,396416.0,1202946.0,1032052.0,04,2022,1032052.0
3007872.0,385877.0,363403.0,39.4,218587.0,705670.0,323961.0,05,2022,323961.0
38629179.0,5744459.0,4877813.0,38.3,2270614.0,5506855.0,6056169.0,06,2022,6056169.0
5781381.0,915942.0,704694.0,38.1,289870.0,823109.0,1177891.0,08,2022,1177891.0
3588965.0,450510.0,455401.0,41.3,183431.0,660047.0,584999.0,09,2022,584999.0
1008173.0,130563.0,112870.0,41.9,54909.0,204385.0,151894.0,10,2022,151894.0
660942.0,145253.0,71561.0,35.2,26679.0,64543.0,126678.0,11,2022,126678.0
22043900.0,2783761.0,2734163.0,43.1,1406680.0,4363609.0,3445343.0,12,2022,3445343.0
10791161.0,1483997.0,1399249.0,38.0,651440.0,1979843.0,1519625.0,13,2022,1519625.0
1425611.0,190091.0,170144.0,41.2,78658.0,273910.0,226124.0,15,2022,226124.0
1919357.0,250343.0,219658.0,37.8,124945.0,333105.0,274409.0,16,2022,274409.0
12455441.0,1689818.0,1557011.0,39.5,682378.0,2187110.0,1952990.0,17,2022,1952990.0
6757160.0,886951.0,815195.0,38.6,408609.0,1472890.0,869217.0,18,2022,869217.0
3166734.0,401666.0,361104.0,39.3,183021.0,637844.0,463740.0,19,2022,463740.0
2906619.0,377319.0,323536.0,37.9,160429.0,491928.0,426910.0,20,2022,426910.0
4462146.0,587159.0,557593.0,39.9,346275.0,1002671.0,508620.0,21,2022,508620.0
4537185.0,592066.0,533153.0,38.6,347492.0,1006184.0,525044.0,22,2022,525044.0
1372172.0,165876.0,169264.0,45.5,93048.0,310778.0,229764.0,23,2022,229764.0
6100234.0,804952.0,772926.0,40.1,282354.0,1009588.0,996167.0,24,2022,996167.0
6918482.0,968621.0,858029.0,40.6,373429.0,1136350.0,1252187.0,25,2022,1252187.0
9936710.0,1315373.0,1201643.0,40.7,671084.0,1962345.0,1361139.0,26,2022,1361139.0
5654602.0,743021.0,656345.0,39.4,306449.0,917132.0,995083.0,27,2022,995083.0
2907327.0,351516.0,353218.0,39.3,229333.0,604163.0,297480.0,28,2022,297480.0
6111432.0,808963.0,714086.0,39.5,401855.0,1275978.0,835865.0,29,2022,835865.0
1111641.0,145978.0,123314.0,40.5,77103.0,217592.0,179708.0,30,2022,179708.0
1943359.0,250983.0,215803.0,37.8,112910.0,326031.0,293346.0,31,2022,293346.0
3145500.0,456422.0,397253.0,39.4,177913.0,620161.0,390872.0,32,2022,390872.0
1384607.0,182003.0,171645.0,43.6,80777.0,277802.0,252073.0,33,2022,252073.0
9174261.0,1183821.0,1195456.0,40.7,469783.0,1635078.0,1679895.0,34,2022,1679895.0
2092565.0,274314.0,238273.0,39.8,142756.0,374107.0,246178.0,35,2022,246178.0
19474187.0,2762250.0,2405807.0,40.3,1165472.0,3413879.0,3097409.0,36,2022,3097409.0
10588557.0,1420429.0,1345894.0,39.6,661750.0,1834892.0,1678483.0,37,2022,1678483.0
770498.0,112725.0,75736.0,36.6,45151.0,131842.0,115034.0,38,2022,115034.0
11631820.0,1539071.0,1402439.0,40.3,748799.0,2597720.0,1578535.0,39,2022,1578535.0
3974110.0,534957.0,456850.0,37.6,266868.0,813545.0,495467.0,40,2022,495467.0
4201011.0,596347.0,524584.0,40.8,262122.0,690248.0,675825.0,41,2022,675825.0
12845436.0,1677321.0,1541463.0,41.3,795849.0,3019642.0,1899494.0,42,2022,1899494.0
1083984.0,150979.0,129195.0,41.1,66126.0,192219.0,185883.0,44,2022,185883.0
5228328.0,663662.0,630345.0,40.9,356202.0,1015742.0,725469.0,45,2022,725469.0
898505.0,111152.0,97020.0,39.1,53528.0,177171.0,131481.0,46,2022,131481.0
6976549.0,964188.0,867729.0,39.6,460254.0,1523487.0,958365.0,47,2022,958365.0
29671447.0,4329357.0,3687865.0,36.0,1652940.0,4733230.0,4242031.0,48,2022,4242031.0
3337151.0,494776.0,373195.0,32.5,174156.0,449458.0,505215.0,49,2022,505215.0
641722.0,77515.0,75793.0,43.5,38890.0,121782.0,114633.0,50,2022,114633.0
8590803.0,1156622.0,1068270.0,39.4,465545.0,1431624.0,1409942.0,51,2022,1409942.0
7710339.0,1176297.0,936835.0,38.7,370023.0,1176424.0,1302707.0,53,2022,1302707.0
1758432.0,207092.0,221995.0,43.2,142322.0,484166.0,188793.0,54,2022,188793.0
5835492.0,733729.0,692508.0,40.8,356342.0,1209135.0,885548.0,55,2022,885548.0
575705.0,72434.0,64361.0,39.6,31603.0,109092.0,71812.0,56,2022,71812.0
,,,,,,,72,2022,
5058397.0,644517.0,620078.0,40.1,341100.0,1052554.0,616025.0,01,2023,616025.0
725129.0,111850.0,82182.0,36.8,33821.0,143607.0,99091.0,02,2023,99091.0
7362464.0,1026988.0,862865.0,39.6,405454.0,1202651.0,1051136.0,04,2023,1051136.0
3034111.0,393194.0,359350.0,39.3,206254.0,710230.0,345836.0,05,2023,345836.0
38552167.0,5670629.0,4846002.0,38.6,2169673.0,5505182.0,6137666.0,06,2023,6137666.0
5819109.0,928003.0,713472.0,38.2,271878.0,798897.0,1170106.0,08,2023,1170106.0
3576682.0,450467.0,441639.0,41.9,181359.0,653609.0,591246.0,09,2023,591246.0
1022638.0,124961.0,115314.0,42.4,56835.0,208160.0,153565.0,10,2023,153565.0
670127.0,144710.0,71869.0,35.2,25375.0,63274.0,129951.0,11,2023,129951.0
22395466.0,2814633.0,2760526.0,43.2,1394547.0,4404157.0,3550180.0,12,2023,3550180.0
10909651.0,1516617.0,1406709.0,38.2,654352.0,1955787.0,1585916.0,13,2023,1585916.0
1420012.0,185753.0,167524.0,41.8,68406.0,269469.0,237228.0,15,2023,237228.0
1945004.0,254318.0,224893.0,38.2,117592.0,338616.0,281799.0,16,2023,281799.0
12427191.0,1682224.0,1554808.0,39.9,654787.0,2204015.0,1983481.0,17,2023,1983481.0
6783874.0,892860.0,818503.0,38.7,386506.0,1484039.0,882311.0,18,2023,882311.0
3170553.0,398626.0,364366.0,39.6,179082.0,648610.0,452714.0,19,2023,452714.0
2907735.0,377828.0,325660.0,38.3,161332.0,490655.0,438965.0,20,2023,438965.0
4477307.0,595668.0,555908.0,39.7,318453.0,1026377.0,506856.0,21,2023,506856.0
4524085.0,589465.0,529166.0,39.1,336797.0,1026301.0,525591.0,22,2023,525591.0
1385562.0,168265.0,168102.0,45.2,92308.0,305234.0,241654.0,23,2023,241654.0
6110314.0,792152.0,768211.0,40.2,265820.0,1025379.0,964064.0,24,2023,964064.0
6936108.0,966446.0,845153.0,40.6,360882.0,1135009.0,1261847.0,25,2023,1261847.0
9939831.0,1314352.0,1194336.0,40.9,629941.0,1941922.0,1395186.0,26,2023,1395186.0
5673119.0,739675.0,665862.0,39.5,279135.0,919678.0,1022673.0,27,2023,1022673.0
2907634.0,350728.0,357694.0,39.8,233881.0,582307.0,307215.0,28,2023,307215.0
6126390.0,806773.0,720232.0,39.8,371918.0,1250614.0,860267.0,29,2023,860267.0
1120157.0,144635.0,125811.0,41.0,71849.0,222744.0,180347.0,30,2023,180347.0
1956041.0,254207.0,220460.0,37.8,104939.0,324140.0,298782.0,31,2023,298782.0
3159456.0,455592.0,401070.0,39.8,161004.0,604973.0,421005.0,32,2023,421005.0
1389863.0,176155.0,168517.0,43.8,68932.0,278782.0,253142.0,33,2023,253142.0
9192631.0,1182680.0,1193831.0,40.8,439327.0,1638822.0,1712683.0,34,2023,1712683.0
2093439.0,276825.0,239914.0,40.2,144615.0,369453.0,257431.0,35,2023,257431.0
19365855.0,2734288.0,2367063.0,40.6,1090059.0,3366650.0,3136170.0,36,2023,3136170.0
10719307.0,1443771.0,1353219.0,39.9,623387.0,1831714.0,1718641.0,37,2023,1718641.0
774985.0,114831.0,76863.0,36.7,44083.0,126581.0,121205.0,38,2023,121205.0
11660232.0,1550786.0,1405017.0,40.3,712387.0,2597987.0,1578402.0,39,2023,1578402.0
4011072.0,540127.0,460843.0,37.5,245356.0,820564.0,498843.0,40,2023,498843.0
4196830.0,591892.0,522968.0,41.0,249075.0,672703.0,715933.0,41,2023,715933.0
12829324.0,1651405.0,1524092.0,41.5,761794.0,3034070.0,1921489.0,42,2023,1921489.0
1086909.0,153786.0,126538.0,41.1,71656.0,207550.0,182054.0,44,2023,182054.0
5319249.0,677457.0,637492.0,40.9,338572.0,1056098.0,765869.0,45,2023,765869.0
907196.0,114987.0,98654.0,38.9,50699.0,170305.0,141083.0,46,2023,141083.0
7046744.0,978478.0,869841.0,39.6,466304.0,1529501.0,952495.0,47,2023,952495.0
30134547.0,4380452.0,3757106.0,36.3,1616395.0,4852745.0,4324866.0,48,2023,4324866.0
3373801.0,506590.0,383876.0,32.7,163845.0,461960.0,513565.0,49,2023,513565.0
642670.0,76173.0,76737.0,44.0,35772.0,127628.0,118611.0,50,2023,118611.0
8626985.0,1162172.0,1065740.0,39.6,441156.0,1452078.0,1446760.0,51,2023,1446760.0
7727767.0,1178336.0,933149.0,38.9,371231.0,1188673.0,1340967.0,53,2023,1340967.0
1753113.0,206253.0,222373.0,43.2,135837.0,500120.0,182741.0,54,2023,182741.0
5857364.0,741724.0,688521.0,40.9,327945.0,1212716.0,914463.0,55,2023,914463.0
577612.0,76458.0,61052.0,39.6,35800.0,111034.0,77762.0,56,2023,77762.0
,,,,,,,72,2023,
